study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	base_count	experiment_alias	fastq_bytes	fastq_ftp	submitted_ftp	sample_alias
PRJEB14847	SAMEA4347487	ERX1610196	749906	gut metagenome	Illumina HiSeq 2000	AWF_MQOSW_r2	PAIRED	4826627304	exp_AWF_MQOSW_1_HAYK8ADXX.IND11	2080502554;2163702961	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539374/ERR1539374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539374/ERR1539374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MQOSW_1_1_HAYK8ADXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MQOSW_1_2_HAYK8ADXX.IND11_clean.fastq.gz	sample_AWF_749906_A1_084
PRJEB14847	SAMEA4347548	ERX1610142	749906	gut metagenome	Illumina HiSeq 2000	AWF_BPOSW_r1	SINGLE	3227038169	exp_AWF_BPOSW_4_C0BCMACXX.IND1	2712076393	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539375/ERR1539375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BPOSW_4_C0BCMACXX.IND1_clean.fastq.gz	sample_AWF_749906_B1-101
PRJEB14847	SAMEA4347587	ERX1610212	749906	gut metagenome	Illumina HiSeq 2000	AWF_BDOSW_r1	SINGLE	2902292333	exp_AWF_BDOSW_1_C0BCMACXX.IND3	2488962141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539376/ERR1539376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BDOSW_1_C0BCMACXX.IND3_clean.fastq.gz	sample_AWF_749906_B1-001
PRJEB14847	SAMEA4347616	ERX1610221	749906	gut metagenome	Illumina HiSeq 2000	AWF_KPOSW_r1	PAIRED	5125199188	exp_AWF_KPOSW_4_C0UW8ACXX.IND8	2148409614;2200938069	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539377/ERR1539377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539377/ERR1539377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KPOSW_4_1_C0UW8ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KPOSW_4_2_C0UW8ACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1-144
PRJEB14847	SAMEA4347541	ERX1610347	749906	gut metagenome	Illumina HiSeq 2000	AWF_AGOSW_r1	SINGLE	3938061139	exp_AWF_AGOSW_7_C0BB7ACXX.IND8	3356592907	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539378/ERR1539378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AGOSW_7_C0BB7ACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1-061
PRJEB14847	SAMEA4347611	ERX1610352	749906	gut metagenome	Illumina HiSeq 2000	AWF_KLOSW_r1	PAIRED	5217526468	exp_AWF_KLOSW_2_C0UT3ACXX.IND4	2455104328;2481625232	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539379/ERR1539379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539379/ERR1539379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KLOSW_2_1_C0UT3ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KLOSW_2_2_C0UT3ACXX.IND4_clean.fastq.gz	sample_AWF_749906_C1-034
PRJEB14847	SAMEA4347494	ERX1610183	749906	gut metagenome	Illumina HiSeq 2000	AWF_PLOSW_r1	PAIRED	6318858671	exp_AWF_PLOSW_6_C1KG9ACXX.IND21	2931549682;2927772339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539380/ERR1539380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539380/ERR1539380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PLOSW_6_1_C1KG9ACXX.IND21_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PLOSW_6_2_C1KG9ACXX.IND21_clean.fastq.gz	sample_AWF_749906_C1
PRJEB14847	SAMEA4347579	ERX1610192	749906	gut metagenome	Illumina HiSeq 2000	AWF_RNOSW_r1	PAIRED	5011981334	exp_AWF_RNOSW_3_C1JJBACXX.IND14	2335634138;2337571935	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539381/ERR1539381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539381/ERR1539381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RNOSW_3_1_C1JJBACXX.IND14_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RNOSW_3_2_C1JJBACXX.IND14_clean.fastq.gz	sample_AWF_749906_B1-018
PRJEB14847	SAMEA4347581	ERX1610351	749906	gut metagenome	Illumina HiSeq 2000	AWF_FTOSW_r1	PAIRED	5538422196	exp_AWF_FTOSW_3_D11TTACXX.IND8	2568123450;2555145371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539382/ERR1539382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539382/ERR1539382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FTOSW_3_1_D11TTACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FTOSW_3_2_D11TTACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1-042
PRJEB14847	SAMEA4347719	ERX1610372	749906	gut metagenome	Illumina HiSeq 2000	AWF_LMOSW_r1	PAIRED	4202052089	exp_AWF_LMOSW_1_D14RHACXX.IND10	1930777863;1952221806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539383/ERR1539383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539383/ERR1539383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LMOSW_1_1_D14RHACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LMOSW_1_2_D14RHACXX.IND10_clean.fastq.gz	sample_AWF_749906_C1_028
PRJEB14847	SAMEA4347478	ERX1610178	749906	gut metagenome	Illumina HiSeq 2000	AWF_BFOSW_r1	PAIRED	4003520283	exp_AWF_BFOSW_1_C0KU9ACXX.IND5	1710827526;1710812517	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539384/ERR1539384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539384/ERR1539384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BFOSW_1_1_C0KU9ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BFOSW_1_2_C0KU9ACXX.IND5_clean.fastq.gz	sample_AWF_749906_B1-021
PRJEB14847	SAMEA4347686	ERX1610363	749906	gut metagenome	Illumina HiSeq 2000	AWF_KVOSW_r1	PAIRED	5749780443	exp_AWF_KVOSW_2_D11VRACXX.IND1	2515595497;2475354993	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539385/ERR1539385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539385/ERR1539385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KVOSW_2_1_D11VRACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KVOSW_2_2_D11VRACXX.IND1_clean.fastq.gz	sample_AWF_749906_B1-194
PRJEB14847	SAMEA4347675	ERX1610162	749906	gut metagenome	Illumina HiSeq 2000	AWF_ABCOSW_r1	PAIRED	3405658232	exp_AWF_ABCOSW_1_HAYJVADXX.IND36	1474940255;1532915572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539386/ERR1539386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539386/ERR1539386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABCOSW_1_1_HAYJVADXX.IND36_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABCOSW_1_2_HAYJVADXX.IND36_clean.fastq.gz	sample_AWF_749906_B1_076
PRJEB14847	SAMEA4347606	ERX1610406	749906	gut metagenome	Illumina HiSeq 2000	AWF_KAOSW_r1	PAIRED	5092543257	exp_AWF_KAOSW_2_C0UT3ACXX.IND2	2391954846;2418468339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539387/ERR1539387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539387/ERR1539387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KAOSW_2_1_C0UT3ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KAOSW_2_2_C0UT3ACXX.IND2_clean.fastq.gz	sample_AWF_749906_C1-038
PRJEB14847	SAMEA4347490	ERX1610375	749906	gut metagenome	Illumina HiSeq 2000	AWF_TIOSW_r1	PAIRED	4607013557	exp_AWF_TIOSW_4_C4VR1ACXX.IND23	2225749526;2199494896	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539388/ERR1539388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539388/ERR1539388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TIOSW_4_1_C4VR1ACXX.IND23_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TIOSW_4_2_C4VR1ACXX.IND23_clean.fastq.gz	sample_AWF_749906_B1-028
PRJEB14847	SAMEA4347602	ERX1610400	749906	gut metagenome	Illumina HiSeq 2000	AWF_SMOSW_r1	PAIRED	5156467568	exp_AWF_SMOSW_2_C4VR1ACXX.IND7	2467390699;2432527140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539389/ERR1539389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539389/ERR1539389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SMOSW_2_1_C4VR1ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SMOSW_2_2_C4VR1ACXX.IND7_clean.fastq.gz	sample_AWF_749906_A1-028
PRJEB14847	SAMEA4347582	ERX1610129	749906	gut metagenome	Illumina HiSeq 2000	AWF_AEOSW_r1	PAIRED	4672657377	exp_AWF_AEOSW_1_D11KBACXX.IND6	2102090399;2099262148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539390/ERR1539390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539390/ERR1539390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AEOSW_1_1_D11KBACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AEOSW_1_2_D11KBACXX.IND6_clean.fastq.gz	sample_AWF_749906_A1-041
PRJEB14847	SAMEA4347681	ERX1610126	749906	gut metagenome	Illumina HiSeq 2000	AWF_PCOSW_r1	PAIRED	4757728644	exp_AWF_PCOSW_2_C1K1EACXX.IND9	2093722062;2108207750	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539391/ERR1539391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539391/ERR1539391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PCOSW_2_1_C1K1EACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PCOSW_2_2_C1K1EACXX.IND9_clean.fastq.gz	sample_AWF_749906_B1 158-2
PRJEB14847	SAMEA4347610	ERX1610106	749906	gut metagenome	Illumina HiSeq 2000	AWF_MVOSW_r2	PAIRED	4242477035	exp_AWF_MVOSW_1_HAYK8ADXX.IND12	1812969426;1856054702	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539392/ERR1539392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539392/ERR1539392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MVOSW_1_1_HAYK8ADXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MVOSW_1_2_HAYK8ADXX.IND12_clean.fastq.gz	sample_AWF_749906_B1_084
PRJEB14847	SAMEA4347518	ERX1610378	749906	gut metagenome	Illumina HiSeq 2000	AWF_HDOSW_r2	PAIRED	4000034455	exp_AWF_HDOSW_1_HAYK8ADXX.IND8	1728303947;1789384397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539393/ERR1539393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539393/ERR1539393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HDOSW_1_1_HAYK8ADXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HDOSW_1_2_HAYK8ADXX.IND8_clean.fastq.gz	sample_AWF_749906_B1-043
PRJEB14847	SAMEA4347684	ERX1610111	749906	gut metagenome	Illumina HiSeq 2000	AWF_PNOSW_r1	PAIRED	6182125911	exp_AWF_PNOSW_2_C1K1EACXX.IND5	2765179704;2798491497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539394/ERR1539394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539394/ERR1539394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PNOSW_2_1_C1K1EACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PNOSW_2_2_C1K1EACXX.IND5_clean.fastq.gz	sample_AWF_749906_A1-109
PRJEB14847	SAMEA4347458	ERX1610329	749906	gut metagenome	Illumina HiSeq 2000	AWF_FEOSW_r1	PAIRED	5003093185	exp_AWF_FEOSW_2_D11TTACXX.IND2	2359348379;2359532942	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539395/ERR1539395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539395/ERR1539395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FEOSW_2_1_D11TTACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FEOSW_2_2_D11TTACXX.IND2_clean.fastq.gz	sample_AWF_749906_B1-152
PRJEB14847	SAMEA4347537	ERX1610110	749906	gut metagenome	Illumina HiSeq 2000	AWF_AVOSW_r1	SINGLE	4121355592	exp_AWF_AVOSW_6_C0BMEACXX.IND8	3764245295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539396/ERR1539396.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AVOSW_6_C0BMEACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1-181
PRJEB14847	SAMEA4347479	ERX1610214	749906	gut metagenome	Illumina HiSeq 2000	AWF_THOSW_r1	PAIRED	5002720327	exp_AWF_THOSW_4_C4VR1ACXX.IND22	2401759976;2361257572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539397/ERR1539397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539397/ERR1539397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_THOSW_4_1_C4VR1ACXX.IND22_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_THOSW_4_2_C4VR1ACXX.IND22_clean.fastq.gz	sample_AWF_749906_B1-026
PRJEB14847	SAMEA4347498	ERX1610333	749906	gut metagenome	Illumina HiSeq 2000	AWF_VHOSW_r1	PAIRED	5110678196	exp_AWF_VHOSW_2_HAY78ADXX.IND9	2150726709;2218976169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539398/ERR1539398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539398/ERR1539398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VHOSW_2_1_HAY78ADXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VHOSW_2_2_HAY78ADXX.IND9_clean.fastq.gz	sample_AWF_749906_A1_080
PRJEB14847	SAMEA4347648	ERX1610152	749906	gut metagenome	Illumina HiSeq 2000	AWF_LHOSW_r1	PAIRED	5371702487	exp_AWF_LHOSW_1_D14MKACXX.IND6	2534406064;2546792192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539399/ERR1539399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539399/ERR1539399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LHOSW_1_1_D14MKACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LHOSW_1_2_D14MKACXX.IND6_clean.fastq.gz	sample_AWF_749906_B1_063
PRJEB14847	SAMEA4347665	ERX1610198	749906	gut metagenome	Illumina HiSeq 2000	AWF_ANOSW_r1	PAIRED	5004004992	exp_AWF_ANOSW_2_D11KBACXX.IND2	2233831022;2232128904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539400/ERR1539400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539400/ERR1539400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ANOSW_2_1_D11KBACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ANOSW_2_2_D11KBACXX.IND2_clean.fastq.gz	sample_AWF_749906_A1-121
PRJEB14847	SAMEA4347651	ERX1610146	749906	gut metagenome	Illumina HiSeq 2000	AWF_ABAOSW_r1	PAIRED	5275330387	exp_AWF_ABAOSW_2_HAYK5ADXX.IND34	2252385934;2388848175	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539401/ERR1539401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539401/ERR1539401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABAOSW_2_1_HAYK5ADXX.IND34_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABAOSW_2_2_HAYK5ADXX.IND34_clean.fastq.gz	sample_AWF_749906_B1_062
PRJEB14847	SAMEA4347628	ERX1610224	749906	gut metagenome	Illumina HiSeq 2000	AWF_ABDOSW_r1	PAIRED	4150590337	exp_AWF_ABDOSW_1_HAYJVADXX.IND37	1750916678;1829912568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539402/ERR1539402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539402/ERR1539402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABDOSW_1_1_HAYJVADXX.IND37_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABDOSW_1_2_HAYJVADXX.IND37_clean.fastq.gz	sample_AWF_749906_A1_120
PRJEB14847	SAMEA4347512	ERX1610102	749906	gut metagenome	Illumina HiSeq 2000	AWF_VAOSW_r1	PAIRED	4545168751	exp_AWF_VAOSW_1_HAY78ADXX.IND2	1914620732;1976379364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539403/ERR1539403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539403/ERR1539403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VAOSW_1_1_HAY78ADXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VAOSW_1_2_HAY78ADXX.IND2_clean.fastq.gz	sample_AWF_749906_A1_099
PRJEB14847	SAMEA4347676	ERX1610133	749906	gut metagenome	Illumina HiSeq 2000	AWF_LNOSW_r1	PAIRED	4730679680	exp_AWF_LNOSW_3_D14FJACXX.IND11	2306612941;2327458775	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539404/ERR1539404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539404/ERR1539404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LNOSW_3_1_D14FJACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LNOSW_3_2_D14FJACXX.IND11_clean.fastq.gz	sample_AWF_749906_A1_023
PRJEB14847	SAMEA4347554	ERX1610191	749906	gut metagenome	Illumina HiSeq 2000	AWF_ATOSW_r1	PAIRED	4716514024	exp_AWF_ATOSW_7_C0KU9ACXX.IND7	1984640450;2020494677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539405/ERR1539405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539405/ERR1539405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ATOSW_7_1_C0KU9ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ATOSW_7_2_C0KU9ACXX.IND7_clean.fastq.gz	sample_AWF_749906_A1-171
PRJEB14847	SAMEA4347638	ERX1610179	749906	gut metagenome	Illumina HiSeq 2000	AWF_IAOSW_r1	PAIRED	4845187711	exp_AWF_IAOSW_4_D11TTACXX.IND5	2279770577;2279219387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539406/ERR1539406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539406/ERR1539406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IAOSW_4_1_D11TTACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IAOSW_4_2_D11TTACXX.IND5_clean.fastq.gz	sample_AWF_749906_A1-005
PRJEB14847	SAMEA4347738	ERX1610373	749906	gut metagenome	Illumina HiSeq 2000	AWF_GPOSW_r1	PAIRED	4702891749	exp_AWF_GPOSW_1_D11TTACXX.IND4	2218438225;2210325854	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539407/ERR1539407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539407/ERR1539407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GPOSW_1_1_D11TTACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GPOSW_1_2_D11TTACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-083
PRJEB14847	SAMEA4347565	ERX1610118	749906	gut metagenome	Illumina HiSeq 2000	AWF_FMOSW_r1	PAIRED	5491577989	exp_AWF_FMOSW_2_D11TTACXX.IND4	2593426999;2588827406	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539408/ERR1539408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539408/ERR1539408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FMOSW_2_1_D11TTACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FMOSW_2_2_D11TTACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-012
PRJEB14847	SAMEA4347482	ERX1610357	749906	gut metagenome	Illumina HiSeq 2000	AWF_KNOSW_r1	PAIRED	4526526265	exp_AWF_KNOSW_4_C0UW8ACXX.IND7	1907895040;1958184599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539409/ERR1539409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539409/ERR1539409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KNOSW_4_1_C0UW8ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KNOSW_4_2_C0UW8ACXX.IND7_clean.fastq.gz	sample_AWF_749906_A1-094
PRJEB14847	SAMEA4347736	ERX1610113	749906	gut metagenome	Illumina HiSeq 2000	AWF_MMOSW_r1	PAIRED	4442868591	exp_AWF_MMOSW_2_D14RHACXX.IND5	2039257146;2067217305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539410/ERR1539410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539410/ERR1539410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MMOSW_2_1_D14RHACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MMOSW_2_2_D14RHACXX.IND5_clean.fastq.gz	sample_AWF_749906_C1_019
PRJEB14847	SAMEA4347573	ERX1610272	749906	gut metagenome	Illumina HiSeq 2000	AWF_STOSW_r1	PAIRED	5072202357	exp_AWF_STOSW_4_C4VR1ACXX.IND13	2393572372;2348172285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539411/ERR1539411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539411/ERR1539411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_STOSW_4_1_C4VR1ACXX.IND13_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_STOSW_4_2_C4VR1ACXX.IND13_clean.fastq.gz	sample_AWF_749906_A1-046
